,user_id,actual,own_rec
1035,1205,"[  856060   868075   932182   983584  1029743  1043128  1044805  1051283
  1062966  1068719  1069635  1082185  1098066  1103741  1112598  1129576
  7168383  8181282  8290587 13945244   833598   873902   914190   933293
   994928   999270  1043751  1076769  1088836  1115228  1134522 12524323
 13189726 15717057   879752  1009821   827180   857981   883404   903191
   951561   967994  1013321  1030819  1037340  1076875  1092026  1103808
  1129082  7166845  7409957   830941   875538  1119399  9677130 10356446
 17104417   870547  1080414  1118393  1124729 15778316   826249   849003
   963226  1044078  1054262  1055646  1096036  5585510  6391484 10285141
 13671963 15452546 15596429 15596933 17105257   871513  1075979   833025
   916381   954216  1053690  1139606  5580793 13841744   855371   913623
  1085604  5978656  6534178   896958  5571176   826860   882441   923705
   931532  1072086   920308  1044724  5592931  7147145 12263234 13876801]","[1082185, 995242, 1029743, 1106523, 1133018]"
1036,1206,"[  832492   833025   834117   834572   844165   849315   849843   856336
   868909   872642   883404   886481   891405   899617   901211   911338
   922907   936897   951190   961554   963491   970605   971949  1004385
  1009368  1020156  1029743  1039589  1039876  1043751  1052335  1056509
  1062117  1068315  1072405  1077312  1088393  1089025  1092026  1098066
  1117956  1118012  1124674  1132322  1132771  5577122  6463727  6464180
  8118969  8290587  9677656 10254382 12302069 13007411 13189726 15596021
 15596954 15778289 16769464 16809497  1078355 12731518 12731632   950051
   938700  1013321  1029624  1100049  1133018  1134678   840890   858454
   889848 15801405   927291   930666   945662   960984   981760 12731714
   940947   941145   946396  1007116  1007512   962568   979707  1122732
 15483424  1030040   826249   933067   934676  9803601 12301109  9420065
  1104647  1136341   951164   963688   841220   953838   836445   887618
  1021152  1088910  1103629   847753   863479   897224   953476  1020682
  1037863  1044078  1087268  1120928  6514011  7409618 10311984 13115501
 16805950]","[1082185, 995242, 1029743, 1106523, 1133018]"
1037,1207,"[  967395   976955  1030819  1122878  1126252  5978648 10355424  1099729
  7433930  9296922 13115838   866227   953476   994928  1088191  1133018]","[1082185, 995242, 1029743, 1106523, 1133018]"
1038,1208,"[  890610  1065593  1082141  1098284  1106523  1121360  9420159   841228
   845091   878882  1049788  1131310   849520   919180  1123792  1001148
   820361   845208   849843   866292   877337   891141   905913   910745
   946964   959985   995785   999858  1044068  1074405  1125904  5981074
 15831452]","[1082185, 995242, 1029743, 1106523, 1133018]"
1039,1209,"[ 830463  861445  895428  986912 1107839 1125141  834545 1009770 1029743
 1117758  953837 1132204 1083915 1086942]","[1082185, 995242, 1029743, 1106523, 1133018]"
1040,1210,"[  825556   839147   883108   904100 12263788  1036921  1059256  1070820
  5578643  5585966   821730   833465   837098   861341   862349   886959
   890455   914484   931842   959076   978913  1019286  1021108  1035121
  1082185  1100142 12132257 12673078 14025680   909129  1083548]","[1082185, 995242, 1029743, 1106523, 1133018]"
1041,1211,"[  836445   904574   921277   957322   972143   977927   981760   999858
  1010207  1011312  1037631  6533880  9333734  9488064  9835903 12262923
 15629927  1021164  5978648   918598   991558  1070820  8065410  9396705
 12301073   965292   980666  1059930   825731   827180   827919   842769
   850281   872137   879504   897954   911812   912681   925862   940108
   945662   950550   956486   963971   979707   998373  1022254  1042910
  1067565  1068715  1101449  6034577  9297474 12262978 10180500   986394
  1012517  6553438  7168026  6534178   819927   822225   860776   906740
   909268  1000753  1007484  1055863  1056740  1068865  1092885  1121720
  5585510  7139529  7409999  9835509 12384953  6534166   947287   950761
   956672  5570360  5978656]","[1082185, 995242, 1029743, 1106523, 1133018]"
1042,1213,"[  873423   925514  1022872  1124729   819518   859075   885697   893221
   936215  1040781  1076738  1077285  1112905 12781986 17215112   940947
  1029743  1075470  1120963  1126899  1135681 12384332 12384697 13213207]","[1082185, 995242, 1029743, 1106523, 1133018]"
1043,1215,"[  948562  1001475  1110572  5566255  9363315 10285144  1091993 14050504
   868319   981760  1011300  1126899  7025106 13944858 15630002]","[1082185, 995242, 1029743, 1106523, 1133018]"
1044,1216,"[ 1007136  1065593  1134454 10456015 13416336   915605  1064441  1097443
   833025   997128  1015508   995242  1044798  1082627   835973   868909
   897487   946995   951590   968480   976835  1028473  5569230  9553084
  9653714 13095415 15483490 15716298 17178955   959449  1000917  1075820
  8181399 10149224]","[1082185, 995242, 1029743, 1106523, 1133018]"
1045,1217,"[  973407  1017254  1029743  1050851  1110867  5566128  5567926  8019681
 12487689 15572564   839243   862682   862799   865511   879528   891405
   896974   904236   911812   914190   915459   937276   937413   962229
   973861   981760   985893   987562  1004475  1005609  1006649  1018397
  1023196  1023830  1072968  1095329  1101173  1103902  1112598  1115198
  1128744  5568729  5580793  7409880  9296856  9527184 13115619 13115666
 15596561 15926844   827424   859426   865885   866211   895743   902202
   919158   926033   931015   961791   962568  1004906  1026362  1061220
  1072685  1074499  1077555  1125077  1138485  6396116 10150148 12384775
 12810472 13007065 15506577   867188   868546   939602   947201   952981
   966832   969463  1018588  1019497  1025611  1027642  1035836  1043590
  1065331  1070898  1076146  1080581  1089766  1106301  1112619  1135258
  1139036  5981074  6633031  7441478  9368132  9654955  9677748 10182813
 12385050 14024950 14110857 15687114 15973282 16828194  1075368  6534178]","[1082185, 995242, 1029743, 1106523, 1133018]"
1046,1218,"[  862799   873572   887102   961979   989157  1098066   824180   840361
   845262   846695   849520   883404   889731   901062   909714   918588
   925626   978077   994149   999104  1003600  1020770  1022254  1067494
  1070820  1077285  1082185  5978656 12352293 13876458 16809649   849843
   893739   895070   916122   935284   968774   998536 10285144 15926863
 15926886   860866  1105575   831063  1005186  1063207   962568  1027168
  1042304  6463775  6463826]","[1082185, 995242, 1029743, 1106523, 1133018]"
1047,1219,"[  844179 13940998 14025680 15716762  1069979  1098066  1126808 10285144
   838396  1014238  1130777 13987135   980386   942894  1132897   850841
   860469   931777   995242  1023958  1033234  1075637  1135768  9573206]","[1082185, 995242, 1029743, 1106523, 1133018]"
1048,1220,"[  828106   883404   930603   984411   995785  1130716  8149620  1025911
   833715   861279   889774   897678   908318   917816   955370  1029743
  1040693  1058779  1084008  1103741  1115801  8090509  8090521  9553299
 12810393]","[1082185, 995242, 1029743, 1106523, 1133018]"
1049,1221,"[  835977   873627   877447   969620   981760  1016642  1029743  1096036
  1121011  1125420  5571041   973374   994685  1004906  1019643  1088191
  1106580 12673455]","[1082185, 995242, 1029743, 1106523, 1133018]"
1050,1222,"[  848319   849505   857849   872137   883299   883737   914190   933102
   984827  1082185  1096643  5570383 12946027   909714 12301100  1003179
  1004950  1119051  5568489 15452032 15596607   837569   857550   876256
  8357768 12605614 15972491 15927517 15927529 15972687 17320698   831063
   864774   899618   901460   916122   933835   944823  1040807  1063207
  1083207  1104483  1131438 16223276   832526   837644   863447   895097
   920724   951590  1005186  1044078  1066252  1091090  1091858  1096792
  5569230 12757007 17106656   871722  1055646]","[1082185, 995242, 1029743, 1106523, 1133018]"
1051,1223,[ 930283 1051052 1103422 9297403],"[1082185, 995242, 1029743, 1106523, 1133018]"
1052,1224,"[  981760  1020682  1023958  1072523  7025106  8357613  9835903 13987199
   900370   843306   845208   846114   848029   865456   872137   874617
   902202   921595   935851   938700   945611   946489   976955   996506
   998373  1012338  1024383  1052325  1068719  1078346  1094686  1103105
  1103741  1109192  1115006  1118787  1123146  1126910  1139702  5592626
  8014645  9487553 10312139 12183644 12185235 12330539 12731809 14077333
   939636   969866  1075283  6602697 14050460 14050461   902192   935284
   939201  1005186  1055283  1057113  1130944  8019840  8091165 14110961
 15971871   864063   871252   934639]","[1082185, 995242, 1029743, 1106523, 1133018]"
1053,1225,"[  925514   949616   975644  1022872   848268   863479   919180   949965
  1004906  6904775  8160319 13190673  1034189   824555   835576   859010
   865330   897678   904023   908531   914513   929433   947267  1036289
  1036936  1041616  1096317  1106301  1133072  1134554  1138132  5592931
 16809471  1095100   900491   939636   951526   968214   972742  1066716
  1068719  7147133  9420312 13115703 13115898 15687115   926646   935546
   987480  1067011]","[1082185, 995242, 1029743, 1106523, 1133018]"
1054,1226,"[  825148   828525   830976   835098   841287   842170   843911   844179
   845715   870933   878398   883404   902806   903325   910291   916122
   925437   928754   935796   942817   945611   947211   948040   948254
   951412   961133   961554   961772   967395   969932   970030   976218
   997796  1004906  1011046  1016093  1025522  1026748  1041157  1048315
  1054957  1057734  1070015  1070820  1075337  1082185  1089568  1090953
  1101449  1102275  1108412  1111722  1117039  1139023  5978656  6463445
  8160319  9297055  9445919  9483663  9676709 10255329 10285106 12811532
   867021  1005609  1031831  1046465  1098692  6464208  9527328 15831255
 15926863 15926886 15926887   833025   834117   851722   856252   857849
   859075   879677   879876   888431   890695   898342   898847   914190
   915349   919681   921744   937555   940947   972931   977508   981103
   988071  1039224  1040807  1042616  1043751  1067185  1077555  1089025
  1130716  5564931  5995859  9296853  9297194  9487414  9523058  9677378
 12810391 12810472 13040097 14077381 15452599 15596293 15926928   822739
   826249   829550   830245   840361   855350   862349   862794   866211
   873654   878026   898034   913210   916133   938217   945914   951221
   952896   968732   975644   977166   986912   998049  1001266  1003799
  1015731  1017201  1035676  1038217  1088205  1088393  1098844  1103629
  1123146  1133018  1135096  6396561  6396581  6463709  6533813  6772702
  7025106  7025496  8249513 10285389 10312139 12349850 12604679 14024948
 15926884   863383   940766   948232  1056973  1058779  1088345  1095906
 12524023 13189983 13907324 16055894]","[1082185, 995242, 1029743, 1106523, 1133018]"
1055,1227,"[  823721   844991   845193   847270   850569   861615   862070   864805
   874733   889618   908379   915684   929018   929668   932006   970619
   973916  1004895  1039156  1040927  1045355  1048515  1051878  1053690
  1055737  1058997  1070702  1072843  1091246  1092026  1110057  1133018
  1133523  1136524  5568378  8202942  9677315 10121965 10285221 15592904
 17171003   835616   840361   841220   868984   943076   951561   951761
   991592  1098248  1101174  1122609  1130763  1136392  5567325  9553193
 13512383 15778508   850823   890657  1078440  1130849 12330274]","[1082185, 995242, 1029743, 1106523, 1133018]"
1056,1228,"[  872595   963635   966226  9446083 10285106   840361   937571   983795
   995505  1021519  1022254  1120362  1126895  1137680   873654   935410
   938700  1013321  1025454  1068719  1087083  1106523  5569471  8019186
  8203835 13213390  6534178  1018588   952972  1082185  1115800  9297032
 12183644  1093571   905868  1003188  8249499 12188127 16809414   872316
   944823  1009924  1014206  1066725  1088147  1100368  1109367  5572828
  6772782  9677478  1063207   823915   899624   942151   992529  1030819
  1039766  1135258 16122293  1007746  1055504  1061339  1076756   874998
   884344   905636   926775   929704  1128240  5978648  9833164 12330770
 12731685 12810321 12984700 13073225  1041259  1043895  1138125   906636
 15830984   842350   892759   957013   967395  1092446 10204392   842474
   849843   860776   862799   883404   894791   896938   900418   901062
   903325   909714   913210   942817   951221   961554   962568   965719
   978155   985579   999270  1013615  1041796  1043128  1046465  1055646
  1060005  1087986  1093587  1110793  1137775  5592736  5978656  9835265
 15831255 16058630   990680  1068517  8019636  1110111  7139506   824005
   825541   848154   862826   895268   930603  1068943  1105254  1111894
  1137688  6034857   897651   986612  1004342  1017446  1027610  1067580
 15925345  1041487  5568689  8090597 12524655  1005186  1070782   958729
   929309  1058779 12262992 13944995 13945181   874149   883287 16807289
   821970   869604   909349   909894   923746   929726   940980   994685
  1021549  1072009  6391016 13095719   819845  1101502  9553047 13911620
   866227  1031740 12810464   836051   866211  1070538  1128467 12648967
   862987   981103  1048811  1080331  5584202   931860   976199   979022
  1017896  1058997  1133018  1134210  8359162 10255220 13911597 15778433
 15925571 15972920   852035  1006062  1013770  1017299  1036328  1096343
  1112780  1125904  5587938  1101706   850157   995242  1100125  6034964
 12302069 13671614   859075   860528   866223  1095275  8065410 13095651
 17329473  1066463  7462444 12781254   843171   892048   992977 13412358
 15452817 15596293   943286  1009884  1046679  1097602  1122358  9487885
 13910611   898342   978657  1063380  1072370  1087955 10355870  1058378
  1076370  1110843 15972664  1098191  1133072  9526430 12731408]","[1082185, 995242, 1029743, 1106523, 1133018]"
